/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_28_753.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_28_753.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_28_753.jpg, 0, 0, 0, 7.818363E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_28_853.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_28_853.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_28_853.jpg, 0, 0, 0, 7.7935E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_28_953.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_28_953.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_28_953.jpg, 0, 0, 0, 7.800312E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_054.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_054.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_054.jpg, 0, 0, 0, 7.797267E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_156.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_156.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_156.jpg, 0, 0, 0, 7.929233E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_264.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_264.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_264.jpg, 0, 0, 0, 7.831314E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_373.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_373.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_373.jpg, 0, 0, 0, 7.84067E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_500.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_500.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_500.jpg, 0, 0, 0, 7.820144E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_603.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_603.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_603.jpg, 0, 0, 0, 7.813947E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_703.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_703.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_703.jpg, 0, 0, 0, 7.854518E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_809.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_809.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_809.jpg, 0, 0, 0, 7.815428E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_29_911.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_29_911.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_29_911.jpg, 0, 0, 0, 7.809661E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_30_012.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_30_012.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_30_012.jpg, 0, 0, 0, 7.883113E-05
/Users/amounir/Downloads/AV/AV_similator_drived/IMG/center_2019_03_29_00_11_30_113.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/left_2019_03_29_00_11_30_113.jpg, /Users/amounir/Downloads/AV/AV_similator_drived/IMG/right_2019_03_29_00_11_30_113.jpg, 0, 0, 0, 7.774842E-05
